genre,channel,sender,date,message
chill,#enviosity,shadow135764,1497899523339,@scrtt easy come easy go
speedrunning,#gamej06,captainteo,1497899523681,No problem.
speedrunning,#gamej06,videogames380,1497899524783,the curly fries
chill,#enviosity,rikze,1497899524802,enviY enviY enviY enviY enviY enviY enviY enviY enviY enviY
speedrunning,#gamej06,sek1ghara,1497899525288,fire strats with a whole lot of swag
chill,#enviosity,jaylang11,1497899528698,cheer100 enviChair
chill,#enviosity,shadow135764,1497899529370,@Rikze enviY /
chill,#enviosity,gbguy,1497899529979,Rikze enviV
speedrunning,#gamej06,redgunshow,1497899531041,no fast food is worth me waiting an hour for
chill,#enviosity,gbguy,1497899533041,baschlarb enviV
chill,#enviosity,felipegame5558,1497899533734,Squid1 Squid2 SPKWave Squid4
chill,#enviosity,gbguy,1497899535606,scrtt enviV
speedrunning,#gamej06,radiosurgery,1497899535629,Heck no
chill,#enviosity,rikze,1497899536383,Ripze /
chill,#enviosity,gbguy,1497899539143,Tuggg_Speeedman enviV
chill,#enviosity,shotgunninja,1497899539225,@siraox > not having your CC info memorized
chill,#enviosity,scrtt,1497899541286,gbguy wut
speedrunning,#gamej06,raybanned_,1497899541372,oh LOL welp that's a challenge
chill,#enviosity,bobsthename2015,1497899542069,enviChar enviMander
speedrunning,#gamej06,radiosurgery,1497899542450,If I see more than like 4 cars I'm out
chill,#enviosity,tuggg_speeedman,1497899542584,rikze enviLurk
chill,#enviosity,baschlarb,1497899542647,@gbguy enviV
chill,#enviosity,gbguy,1497899542904,ShotgunNinja enviV
chill,#enviosity,neko_zume,1497899543194,Does envi have a job?
speedrunning,#gamej06,hafkie,1497899543984,"its like the lines for five guys here are like 20 minutes long, and tbh at that rate i'll just sit down somewhere and get a higher quality burger."
speedrunning,#gamej06,jseng93,1497899544879,make magic happen
chill,#enviosity,fatcabber,1497899545350,is this some custom map of mario 1??
chill,#enviosity,shotgunninja,1497899545357,REKT
chill,#enviosity,thenewpure,1497899545789,LMFAO
chill,#enviosity,gbguy,1497899546928,scrtt enviV
variety,#totalbiscuit,jojijijmz,1497899548000,oh yay
chill,#enviosity,scrtt,1497899548271,Rikze enviSenpai
chill,#enviosity,shotgunninja,1497899548833,thickREKT
speedrunning,#gamej06,dominionrod,1497899549367,bigjSWAG
variety,#totalbiscuit,halanaestra,1497899549823,So genna now ha Hieromania...
chill,#shenryyr,tame_squirrel,1497899550210,America is communist and Amelia Earhart didn't get abducted by a UFO PogChamp
chill,#enviosity,thenewpure,1497899551323,!fu
chill,#enviosity,fatcabber,1497899552100,looks realy hard
speedrunning,#gamej06,jseng93,1497899552153,every slide
chill,#enviosity,gbguy,1497899552308,SouthernIceQueen enviV
variety,#totalbiscuit,sir_c_bass,1497899553131,"@totalbiscuit Finally caught one of your streams, had to sub. Love your work!"
variety,#totalbiscuit,halanaestra,1497899554420,has*
speedrunning,#gamej06,redgunshow,1497899554586,for real hafkie
chill,#enviosity,scrtt,1497899554871,gbguy am confused
variety,#totalbiscuit,straga,1497899554884,dodger has done a runner?
chill,#enviosity,mikegronstal,1497899555290,cheer1
chill,#enviosity,viridianvenom,1497899555453,"""envich hair"""
chill,#enviosity,baschlarb,1497899555983,dies on munchers I WILL AGAIN
speedrunning,#gamej06,hafkie,1497899557003,five guys is already that pricy anyway
chill,#enviosity,gbguy,1497899558596,Fatcabber enviV
variety,#totalbiscuit,ash32121,1497899559064,lol
speedrunning,#gamej06,sek1ghara,1497899560128,mr magic man lets do this
variety,#totalbiscuit,talismaniac77,1497899560469,Sharpened letter opener?
chill,#enviosity,siraox,1497899561535,@shotgunninja :P
chill,#enviosity,baschlarb,1497899561796,WIN
chill,#enviosity,gbguy,1497899562516,ViridianVenom enviV
variety,#totalbiscuit,jojijijmz,1497899563273,one might say she
chill,#enviosity,baschlarb,1497899563878,FUCK
speedrunning,#gamej06,videogames380,1497899564046,tbh I think five guys give small burgers
chill,#enviosity,mikegronstal,1497899565341,cheer1
chill,#enviosity,scrtt,1497899567776,shadow135764 ty btw
variety,#totalbiscuit,jojijijmz,1497899568218,fucked outta dodge
chill,#enviosity,gbguy,1497899568350,siraox enviV
speedrunning,#gamej06,inferno3044,1497899568976,@hafkie 20 minutes? what five guys are you going to? lol
speedrunning,#gamej06,moobot,1497899569188,"You're chance to win your share of $1,000 in CA$H is coming soon!! Check out the details at https://pastebin.com/1cQ0HrXH"
variety,#totalbiscuit,phaoray,1497899570181,dodger's busy doing a stream.
variety,#totalbiscuit,wanderingursa,1497899570672,Dodger has run off to get married. :P
speedrunning,#gamej06,unkn0wngenius,1497899574219,if you have to wait one hour is it really fast food?
variety,#totalbiscuit,trueheart78,1497899574372,LUL Dodger ran off to get married
speedrunning,#gamej06,videogames380,1497899574857,and it's way overpriced to other fast food places
chill,#enviosity,gbguy,1497899574863,shadow135764 enviV
speedrunning,#gamej06,redgunshow,1497899575595,yeah theyre all privately owned now
variety,#totalbiscuit,dascrooge,1497899577765,"damn, leave Dodger in a bar, of course"
chill,#enviosity,shadow135764,1497899578350,@scrtt for what? enviHuh
variety,#totalbiscuit,luvonna,1497899578725,"Well, she is having her wedding this week, so no wonder she's run off."
variety,#totalbiscuit,ricekeks,1497899579435,"Seems legit, she's getting hitched"
variety,#totalbiscuit,redsinder,1497899579763,she ran off...? on the week she's getting married...? heh. how appropo
variety,#totalbiscuit,thephoenixwylde,1497899580247,Dodger cynicalFacepalm cynicalWTF cynicalCynical cynicalUltraviolence
variety,#totalbiscuit,lonerarchon,1497899580879,drunked marriage
variety,#totalbiscuit,schattenmensch,1497899581131,She met some guy named strippin in the bar :p
chill,#enviosity,shadow135764,1497899581304,@gbguy enviV
variety,#totalbiscuit,marinealver,1497899581721,Would be funnier if strippen was missing too
variety,#totalbiscuit,buttflubbercannon,1497899584105,"Recruit Strippin, that'll get her back"
chill,#enviosity,shadow135764,1497899586817,@siraox PogChamp //
speedrunning,#gamej06,therealkanten,1497899588660,nowadays if I really want a fast food burger I just go to Wendys or Hardees if I don't feel like driving as far
chill,#enviosity,scrtt,1497899588664,shadow135764 for the verse continuation LUL
variety,#totalbiscuit,tarra1986,1497899589508,seems unwise to run off on a drunken bender so close to her wedding
variety,#totalbiscuit,newwillinium,1497899592130,Do you have to do a quest of somesort to unlock the new Henchmen/Hero?
chill,#shenryyr,lemurlord,1497899594213,RIP those guys
speedrunning,#gamej06,tinostar11,1497899594426,Now you go into one and they have people playing a Piano
chill,#enviosity,scrtt,1497899598212,gbguy enviV
chill,#enviosity,siraox,1497899598439,@gbguy o^
variety,#totalbiscuit,thephoenixwylde,1497899598739,@ButtFlubberCannon cynicalUL
chill,#enviosity,shadow135764,1497899601083,@scrtt oh LUL always Jebaited
chill,#shenryyr,sargon5,1497899601431,amelia got abducted by ufo?
chill,#enviosity,scrtt,1497899603558,enviSB enviSB enviSB enviSB enviSB enviSB enviSB enviSB enviSB enviSB enviSB enviSB enviSB enviSB enviSB enviSB enviSB enviSB enviSB enviSB enviSB enviSB enviSB enviSB enviSB enviSB enviSB enviSB enviSB enviSB enviSB enviSB enviSB enviSB
variety,#totalbiscuit,talismaniac77,1497899603686,Dodger's off marrying some Brit :)
chill,#enviosity,siraox,1497899604799,i mean o/
speedrunning,#gamej06,videogames380,1497899610265,"I got a wendy's down the main road on one side, and a pizzahut/tacobell to the other"
chill,#enviosity,tsukuyomi20,1497899610530,do you have enough money to live? BibleThump
variety,#totalbiscuit,martinjf,1497899610642,"Dodger ran off to get married, and Strippin is still there?"
variety,#totalbiscuit,marinealver,1497899611412,"Eloped in a monster infested woods, would be a dodger thing."
chill,#shenryyr,duruial,1497899614571,I always thought she got run over by a reindeer
chill,#enviosity,siraox,1497899616195,@shadow135764 o/ yo man!
speedrunning,#gamej06,videogames380,1497899616289,I'm set
variety,#totalbiscuit,jojijijmz,1497899618420,Sounds like crendor
chill,#shenryyr,generalmartok11,1497899622564,awesome sauce
variety,#totalbiscuit,mrranderas,1497899623932,@TotalBiscuit why isnt jim sterling a plague doctor?
variety,#totalbiscuit,mrranderas,1497899628665,would be quite fitting
chill,#enviosity,lysolpionex,1497899633027,it's like a hot balloon ride with envi with all. these sandbags flung everywhere
chill,#enviosity,gbguy,1497899634283,"""Does Enviosity have a..."" If the rest of your question is anything but ""crippling fear of alarm clocks"" the answer is probably 'no'"
speedrunning,#gamej06,redgunshow,1497899634542,"yeah, the convenience of it being there isnt fast"
speedrunning,#gamej06,hafkie,1497899634934,Taco bell needs to bring back that naked chicken chalupa
speedrunning,#gamej06,therealkanten,1497899636977,pizza hut went downhill at some point and I don't really know why
speedrunning,#gamej06,videogames380,1497899638470,and also living near the McMansion if I really dont want wendy's for whatever reason
chill,#enviosity,bobsthename2015,1497899638958,6 hours a day isnt full time enviBaka
speedrunning,#gamej06,redgunshow,1497899641989,i coulda cooked my damn food faster
variety,#totalbiscuit,jojijijmz,1497899642402,@MrRanderas But also he was part of the dismal jesters podcast
variety,#totalbiscuit,moobot,1497899642528,"Thank you for subbing, TheFluffiestOfBunnies! You now have access to VoDs, the best chat on Twitch, ad-free viewing and a ton of great cynicalHydra emotes cynicalUL"
chill,#enviosity,wottanker_de,1497899644036,@baschlarb if envi dies on the munchers again ill send him some skilBiscuit skilBiscuit to make him happy again :)
speedrunning,#gamej06,radiosurgery,1497899644270,Five Guys to me is super worth it because of the fries
variety,#totalbiscuit,buttflubbercannon,1497899645326,Strippin the Occultist
chill,#shenryyr,omega13ful,1497899647260,That stack is on a port shen. It can escape by boat
speedrunning,#gamej06,radiosurgery,1497899648255,Although it is super expensive
variety,#totalbiscuit,theslikbandit,1497899648585,has the game mentioned how to rid oneself of the curse?
chill,#shenryyr,rideoutgaming,1497899648847,why USA tho it is to op?
chill,#shenryyr,tame_squirrel,1497899649969,@Sargon5 that's what happened IRL Kappa
speedrunning,#gamej06,mindfirepsion,1497899650066,ketchup WutFace
speedrunning,#gamej06,twozees,1497899650371,!sgdq
speedrunning,#gamej06,quoteconut,1497899650743,"SGDQ 2017 is July 2nd-9th - Schedule at https://gamesdonequick.com/schedule - Unfortunately, i had to withdraw from the Mario Relay race due to reasons you can find at https://pastebin.com/ftxx2Bwp"
variety,#totalbiscuit,marinealver,1497899650783,So what does Crimson Curse do again?
chill,#enviosity,shadow135764,1497899651181,@gbguy what about ''fear of someone knocking on the door''
speedrunning,#gamej06,therealkanten,1497899651706,"something about Pizza Hut's sauce is just ""off"" compared to 10~ years ago"
speedrunning,#gamej06,cutelittleoshawott,1497899652300,15 cent burgers back then that were bigger than the burgers we have now
chill,#enviosity,tsukuyomi20,1497899654307,does envi has crippling fear of alarm clocks?
chill,#enviosity,scrtt,1497899655112,gbguy MEGALUL
variety,#totalbiscuit,jojijijmz,1497899655327,@MrRanderas too many classes apply to Jim Fucking Sterling Son
variety,#totalbiscuit,dascrooge,1497899656588,Jim likes to order some Flagelation
speedrunning,#gamej06,chemfinal,1497899659032,i almost never go to fast food places anymore
speedrunning,#gamej06,mindfirepsion,1497899661629,bigjGOLD x 7
speedrunning,#gamej06,videogames380,1497899661652,the fries are the only reason why I would go to five guys
chill,#enviosity,baschlarb,1497899661747,@Wottanker_de that's sweet of you
variety,#totalbiscuit,schattenmensch,1497899661755,"Still haven't seen the new class, i hope we get lucky with that at some point"
chill,#shenryyr,generalmartok11,1497899663749,"is japan being ""marinated""?"
chill,#enviosity,fatcabber,1497899666319,gbguy o/
variety,#totalbiscuit,mrranderas,1497899667864,fair enough
variety,#totalbiscuit,wanderingursa,1497899670599,"Haha, the insects are buzzing around the memorial."
speedrunning,#gamej06,radiosurgery,1497899670928,Anyone remember getting the 29 cent hamburgers and 39 cent cheeseburgers at McDonalds?
chill,#enviosity,jimi_live,1497899673011,Envi makes a shitload of money
chill,#enviosity,acidraind3,1497899673134,What happened to 1k viewer base FeelsBadMan
chill,#shenryyr,generalmartok11,1497899675219,need saki from nagasaki
variety,#totalbiscuit,halanaestra,1497899675365,@Marinealver Crendor is now a Vampire...
speedrunning,#gamej06,captainteo,1497899675453,Such swag.
chill,#enviosity,jimi_live,1497899676136,he's rich af
chill,#shenryyr,aristidebancevu,1497899676362,japan LUL
variety,#totalbiscuit,ricekeks,1497899679537,I'm waiting for Crendor throwing himself into the darkest dungeon
speedrunning,#gamej06,videogames380,1497899680333,@Radiosurgery Kreygasm
speedrunning,#gamej06,greenface2345,1497899680580,is this a vodcast
chill,#enviosity,jimi_live,1497899681918,!fu Envi
chill,#enviosity,gbguy,1497899683122,disesct my meme more pls shadow135764 it'll get funnier FeelsBadMan
speedrunning,#gamej06,radiosurgery,1497899683467,"Growing up my mom didn't have a lot of money, so I'd go in and buy 10, and then my brother would go in and buy 10 haha"
speedrunning,#gamej06,cutelittleoshawott,1497899684186,nope
speedrunning,#gamej06,hafkie,1497899685186,Pizza Hut doesn't put nearly enough seasoning on their breadsticks anymore
chill,#enviosity,baschlarb,1497899685831,HERE WEGO GUYS DOES HE DIE????
speedrunning,#gamej06,mafia_guido,1497899688153,I live within a 3 mile radius of 5 Wendys
variety,#totalbiscuit,spartacusmills,1497899688277,I love the beautifully bleak town music
speedrunning,#gamej06,piman01,1497899688689,PogChamp
speedrunning,#gamej06,wongway45,1497899690078,swag!
speedrunning,#gamej06,therealkanten,1497899692345,that jump PogChamp
chill,#enviosity,tsukuyomi20,1497899693727,YES
chill,#enviosity,jimi_live,1497899694525,!fu
chill,#enviosity,wottanker_de,1497899694974,@baschlarb i can send you some too <3
chill,#enviosity,scrtt,1497899695868,12 bitties on clear
speedrunning,#gamej06,crayons55,1497899696138,FeelsBadMan
speedrunning,#gamej06,tommeh2991,1497899696185,Why is there only a 30 sec gap between world 1 and 2?
speedrunning,#gamej06,videogames380,1497899697846,remember when the toy in the kids meal was free? Now it costs 10 cents OpieOP
chill,#enviosity,zippityzoot,1497899698419,⭐️ this level! MiniK
chill,#enviosity,gbguy,1497899699105,"!getmeouttahereanddeletemymessagesthisplaceisscary ""disesct""? wtf"
speedrunning,#gamej06,radiosurgery,1497899699711,We'd be cheating McDonald's for them cheap burgers
chill,#enviosity,blackblazex,1497899700024,yee
chill,#enviosity,lysolpionex,1497899700703,https://goo.gl/images/idmLok
chill,#shenryyr,hedgehog3180,1497899701642,"WTF DID THAT B-25 JUST DO, it just kinda started floating"
variety,#totalbiscuit,schattenmensch,1497899703698,Crendor is now a vampire and sucks the enthusiasm out of people :3
chill,#enviosity,baschlarb,1497899705460,LOL
speedrunning,#gamej06,radiosurgery,1497899706077,Had to do it
variety,#totalbiscuit,jojijijmz,1497899706627,Oh yeah the whole soundtrack is amazing
variety,#totalbiscuit,phaoray,1497899706631,"yep, and they be expensive."
speedrunning,#gamej06,stacona,1497899706668,hello bigjon Kreygasm
chill,#enviosity,shadow135764,1497899706988,@gbguy MEGALUL
variety,#totalbiscuit,lord_ned,1497899708215,cynicalDevil
variety,#totalbiscuit,moobot,1497899708469,You can follow TotalBiscuit on twitter at twitter.com/totalbiscuit. His main Youtube channel can be found at youtube.com/cynicalbrit and his Starcraft channel at youtube.com/totalbiscuit. TotalBiscuits posts podcasts and audio blogs on http://soundcloud.com/totalbiscuit. If you would like to be notified of when streams go live please click the Twitch follow button.
chill,#shenryyr,samio123,1497899711036,SeemsGood
chill,#enviosity,mikegronstal,1497899711810,"it's nice to see that you put in the work to make this ""job"" work for you."
speedrunning,#gamej06,captainteo,1497899712242,This is a vodcast. Jon was just able to predict everything that we're going to say today.
chill,#enviosity,waisillenst,1497899712980,lol
chill,#enviosity,siraox,1497899713503,:(
variety,#totalbiscuit,marinealver,1497899713864,"Cool, have they patched in lycanthrope yet?"
chill,#enviosity,wottanker_de,1497899716461,@enviosity @baschlarb skilBiscuit skilBiscuit skilBiscuit
variety,#totalbiscuit,phaoray,1497899717055,more so as they level.
chill,#enviosity,nwc90er,1497899717271,Hidden enviStar above last pipe?
speedrunning,#gamej06,raybanned_,1497899717503,fake videos PogChamp
chill,#enviosity,shadow135764,1497899718955,DISESCT MEGALUL
speedrunning,#gamej06,terryxmasters,1497899721164,Fake news!? Big if true PogChamp
variety,#totalbiscuit,jojijijmz,1497899721284,@Schattenmensch Wait wait wait he wasn't already?
chill,#enviosity,baschlarb,1497899721912,I AM GETTING RICH off of munchers
chill,#enviosity,shadow135764,1497899722887,OMFG IM DYING MEGALUL
variety,#totalbiscuit,ash32121,1497899723097,LOL
chill,#enviosity,scrtt,1497899723166,kappa12 lostmah bet
variety,#totalbiscuit,ash32121,1497899725999,that fucking guy
speedrunning,#gamej06,videogames380,1497899726276,shoe on head or riot big jon Kappa
speedrunning,#gamej06,greenface2345,1497899727884,it's fake it's a vodcast
chill,#enviosity,gypsywolfboy,1497899728511,good spawn NotLikeThis
chill,#shenryyr,sargon5,1497899728779,"ill tell you something, in 2010 polish plane with our president(and many politicians) crashed in Russia, and we still dont know what happened"
variety,#totalbiscuit,dealenkiii,1497899729581,LUL
speedrunning,#gamej06,mindfirepsion,1497899734259,We aren't that original. Lots of saying the same stuff over and over.
variety,#totalbiscuit,jojijijmz,1497899734340,the caretaker's theresa may
variety,#totalbiscuit,jojijijmz,1497899736804,NOPE NOT LEAVING
speedrunning,#gamej06,therealkanten,1497899738087,"speaking of fake new, I miss the Power Rangers marathon tpBLBLBL"
chill,#enviosity,bernie_hop,1497899738653,no facecam because sick? Kappa
variety,#totalbiscuit,deadisation,1497899744902,this game likes to ruin your day-
chill,#enviosity,baschlarb,1497899746332,@scrtt man of his word unlike @ShotgunNinja enviLUL
chill,#shenryyr,samio123,1497899747008,!politics
chill,#shenryyr,moobot,1497899747098,"Politics is a banned subject, please keep conversation related to the game and not real life."
speedrunning,#gamej06,jukerrr,1497899747990,Where is the chat getting our picture from?
variety,#totalbiscuit,buttflubbercannon,1497899748462,"Yes Crendor, the shackles are necessary"
variety,#totalbiscuit,wanderingursa,1497899748578,mmmh. Shackles.
variety,#totalbiscuit,jojijijmz,1497899748726,WHAT? A DEBATE? NO!
chill,#enviosity,tuggg_speeedman,1497899749311,what's a disect enviLurk
chill,#shenryyr,powderless,1497899751341,oh. is that nagazaki? Keepo
variety,#totalbiscuit,mintyfiz,1497899753009,yay crendors in the brig!!!
speedrunning,#gamej06,videogames380,1497899756834,"what if big jon was live, and we're all pre-recorded in chat?"
chill,#shenryyr,hedgehog3180,1497899759017,Now two B-25s fused and did it again
speedrunning,#gamej06,redgunshow,1497899759787,this is my first day here in this stream. def not fake
chill,#shenryyr,hedgehog3180,1497899761524,wth
chill,#enviosity,hibernationed,1497899763427,!SubCamOn
chill,#enviosity,automaticrobot,1497899763817,WutFace
chill,#enviosity,mikegronstal,1497899764350,face cam is for chumps
variety,#totalbiscuit,jojijijmz,1497899765386,but he didn't put himself in there
variety,#totalbiscuit,moobot,1497899765493,"Thank you for subbing, BGFreakle and Banhat! You now have access to VoDs, the best chat on Twitch, ad-free viewing and a ton of great cynicalHydra emotes cynicalUL"
variety,#totalbiscuit,dascrooge,1497899766516,Jim is a soft boy
chill,#shenryyr,hedgehog3180,1497899768744,These are some fucky planes
chill,#enviosity,scrtt,1497899769629,baschlarb enviLUL
chill,#shenryyr,regan_dtor,1497899770284,millions dead
chill,#enviosity,jaylang11,1497899770723,thee sub only foot cam is still on
variety,#totalbiscuit,marinealver,1497899773342,"Lol, The Caretaker is the final boss."
chill,#enviosity,wottanker_de,1497899773345,!fapcam
chill,#enviosity,thenewpure,1497899777060,LMFAO
speedrunning,#gamej06,redgunshow,1497899777964,why luigi run?
variety,#totalbiscuit,jojijijmz,1497899778273,and the #1 kissboy
chill,#shenryyr,sargon5,1497899778973,so if plane with president on board crashed and we dont what happened thats same with Amelia most likely
variety,#totalbiscuit,straga,1497899779861,cry needs to chill
chill,#enviosity,zippityzoot,1497899780840,No cam cuz ur face makes us sick. Kappa
chill,#shenryyr,imgran,1497899781820,THat's 57 divisions trapped if they can't get out by water
speedrunning,#gamej06,coverkillernation,1497899781976,this stream is a real boy
variety,#totalbiscuit,notthatant,1497899784481,And ofc Jim whips himself for stress relief.
speedrunning,#gamej06,videogames380,1497899784719,bigjWEEGEE
chill,#shenryyr,regan_dtor,1497899785474,so how about that attrition
chill,#shenryyr,ramalkin,1497899786926,Use your other 24 divisions.
chill,#enviosity,scrtt,1497899787070,brb gotta heat up lunch
variety,#totalbiscuit,phaoray,1497899787404,"huh, for so many low-level characters he has a good amount of money."
variety,#totalbiscuit,dyrian525,1497899787939,least it's not a bad spine cynicalUL
chill,#enviosity,baschlarb,1497899788458,"dies on munchers again , I win"
speedrunning,#gamej06,sek1ghara,1497899788510,in before Jon runs old chat logs to troll live broadcast
speedrunning,#gamej06,videogames380,1497899788546,bigjWeegee
chill,#shenryyr,hichel_gwerzher,1497899788566,what is a bomb near the encirclement Kappa
speedrunning,#gamej06,hafkie,1497899791497,cause luigi is better
variety,#totalbiscuit,banhat,1497899792348,"Yeah, Jim seems like the type to enjoy a bit of self-flagellation"
variety,#totalbiscuit,buttflubbercannon,1497899792557,"Remember kids, do not share needles with Crendor."
variety,#totalbiscuit,lord_ned,1497899795082,watching this makes me want to play it again. I haven't played it since in was in early access
chill,#shenryyr,samio123,1497899797851,It's the top secret power ranger project of the United States Airforce. They're going to make a mega pterodactyl to defeat zordon shenDerp @Hedgehog3180
chill,#enviosity,shadow135764,1497899798176,@scrtt laters o/
speedrunning,#gamej06,mindfirepsion,1497899805666,bigjGWEEGE
speedrunning,#gamej06,redgunshow,1497899806318,wow
variety,#totalbiscuit,jojijijmz,1497899810678,@ButtFlubberCannon I mean yeah that's cause his blood is made of molasses or something
chill,#shenryyr,l4r5man,1497899813204,Make sure the navy is there
speedrunning,#gamej06,redgunshow,1497899813833,whoa whoa whoa
speedrunning,#gamej06,therealkanten,1497899814243,and here I am going nuts trying to figure out a simple audio solution with OBS
chill,#shenryyr,hedgehog3180,1497899818513,American strategic bomber magic
variety,#totalbiscuit,schattenmensch,1497899818808,"Stress damage over time ... oh dear, that sounds dangerous"
variety,#totalbiscuit,dyrian525,1497899818850,what are the main changes for CC?
speedrunning,#gamej06,tinostar11,1497899819161,Or people who Donate during a VODcast thinking its live
speedrunning,#gamej06,videogames380,1497899819561,"It'sa-me, Luigi! Ima numbah wan! bigjWeegee"
speedrunning,#gamej06,unkn0wngenius,1497899819863,Green Luigi = Best Luigi
speedrunning,#gamej06,coverkillernation,1497899820632,killed by a turtle butt
variety,#totalbiscuit,wanderingursa,1497899821769,"The entire Courtyard is a ""stress over time"" event. :P"
variety,#totalbiscuit,kotaro_tytan,1497899827677,Right
variety,#totalbiscuit,jojijijmz,1497899827681,@lord_ned you should it's amazing
chill,#shenryyr,dr_az04,1497899829552,"shen, you could do convoy destroying in that sea tile"
speedrunning,#gamej06,radiosurgery,1497899830094,bigjFLEXL bigjWeegee bigjFLEXR
speedrunning,#gamej06,redgunshow,1497899834230,but luigi doesnt save princess
speedrunning,#gamej06,tommeh2991,1497899834353,How could you have completed world 2 in 30 seconds?
speedrunning,#gamej06,radiosurgery,1497899835366,Mansion series are dang good games though
speedrunning,#gamej06,hafkie,1497899836591,luigi got a whole year
variety,#totalbiscuit,ginrikuzuma,1497899836915,cynicalBear
speedrunning,#gamej06,redgunshow,1497899836960,mario does
variety,#totalbiscuit,notthatant,1497899838051,we can haz music?
chill,#enviosity,neko_zume,1497899839509,!mod
chill,#enviosity,nightbot,1497899839722,Don't ask for it! FailFish
speedrunning,#gamej06,hafkie,1497899840966,but mario has had three decades
speedrunning,#gamej06,jukerrr,1497899841994,Super Luigi Bros
speedrunning,#gamej06,beardedvet,1497899845383,even mario is missing he got the shaft.
speedrunning,#gamej06,piman01,1497899845904,"did you forget ""mario's missing""?"
speedrunning,#gamej06,rushxcalibur,1497899847034,we need another super luigi
speedrunning,#gamej06,godort,1497899847479,Luigi is the true hero
speedrunning,#gamej06,sek1ghara,1497899848939,"and I quote ""Mario is completely useless in this speedrun"""
chill,#shenryyr,dm2211,1497899849987,hey shen hey chat
chill,#enviosity,jgames__,1497899850007,!mod
chill,#shenryyr,sargon5,1497899850213,and i dont know how planes are related to politics Kappa
chill,#enviosity,bobsthename2015,1497899851092,@enviosity die to the shelled dude this time so baschlarb looses VoHiYo
variety,#totalbiscuit,numberfox,1497899853292,derp
speedrunning,#gamej06,alimorel,1497899854225,Watch chat?
chill,#shenryyr,sargon5,1497899858394,enlighten me
chill,#shenryyr,moobot,1497899858610,Topic: Communist States of Murica boissss shenStory in HOI4 (by residentsheeper 2h ago)
speedrunning,#gamej06,videogames380,1497899859808,"@tommeh2991 no, that's the time over normal pacing for the split"
speedrunning,#gamej06,alimorel,1497899860683,Is chat going to do a trick?
chill,#enviosity,bobsthename2015,1497899862731,loses
variety,#totalbiscuit,newwillinium,1497899863865,So. . . I'm going to go ahead and guess that the New Hero character is not a Vampire that we can hire. Going to guess that it is something cool but not as cool or overpowered as my hopes were.
chill,#shenryyr,wealthy_communist,1497899864295,rip Japanese imports
variety,#totalbiscuit,dyrian525,1497899864550,I'd love to play this but I already have too many single player and rogue lite games eating my time CD
chill,#enviosity,jgames__,1497899865434,!deletemymessagesandgetmeoutofherethisplaceisscary
variety,#totalbiscuit,dyrian525,1497899866251,XD
chill,#enviosity,wottanker_de,1497899866800,@enviosity the munchers are hungry give them some skilBiscuit skilBiscuit and they will let you alive Kappa
speedrunning,#gamej06,hodders91,1497899870277,"LargeJonVI, how goes it son?"
speedrunning,#gamej06,videogames380,1497899870340,@tommeh2991 He took 3 mins for world 2
chill,#shenryyr,samio123,1497899870529,@Sargon5 I thought you were going to go on a rant about how russia was responsible. Seen it happen before
chill,#enviosity,jgames__,1497899870729,oops
chill,#enviosity,baschlarb,1497899872509,HERE WE GO GUYS WHAT WILL HAPPEN????
speedrunning,#gamej06,redgunshow,1497899875291,but mario
chill,#shenryyr,hichel_gwerzher,1497899875434,@Sargon5 in a few years after WWII Kappa
speedrunning,#gamej06,therealkanten,1497899875467,Super Luigi Odyssey when?
chill,#shenryyr,grinbringer,1497899876898,"Sargon5 , presidents and politicians are the definition of politics"
speedrunning,#gamej06,mindfirepsion,1497899877069,5000 follower special salty runback? Kappa
speedrunning,#gamej06,piman01,1497899879369,there is a super luigi bros for wii u
chill,#enviosity,hibernationed,1497899882671,@baschlarb he will choke
chill,#enviosity,baschlarb,1497899889473,LOL
chill,#shenryyr,samio123,1497899890210,Just wanted you to be careful @Sargon5 FeelsGoodMan
chill,#shenryyr,sargon5,1497899891550,I dont know what happened
chill,#enviosity,baschlarb,1497899893136,WIN
chill,#enviosity,xxicayxx,1497899893915,"Envi Im to bad to sub/donate, I dont know why it doesnt work but i just created an paypal account yesterday.. Maybe I need to do something with it so I can donate.. But earlier today I could donate to a Streamer ._. You will get your reward soon Envi! :D"
chill,#enviosity,neff_knows_best,1497899894939,NotLikeThis
chill,#enviosity,hibernationed,1497899894946,called it Kappa
speedrunning,#gamej06,redgunshow,1497899899306,"mario is so important, we HAVE to find mario"
speedrunning,#gamej06,moobot,1497899899712,Check out all the new stuff coming soon with Twitch Affiliate Program! https://blog.twitch.tv/and-now-something-for-our-non-partnered-streamers-53a36a863bca
speedrunning,#gamej06,foosfam,1497899900879,"In Lost Levels, Luigi is Jordan and Mario is Pippen... ;) cheer10"
chill,#enviosity,zippityzoot,1497899903783,aurCry
chill,#shenryyr,regan_dtor,1497899904290,why doesnt he use those 50 divisions to fight you shenThink
speedrunning,#gamej06,keyboredcowboy,1497899904652,"say it more, Mario is Missing"
chill,#shenryyr,aralizer405,1497899905662,@shenryyr why doesn't he attack you? he got 50 divisions there
chill,#shenryyr,mav12222,1497899907564,test
chill,#shenryyr,shen_chair_bot,1497899911158,Asiak has resubscribed for 4 months in a row: If only we had Shen in WW2 we wouldn't have needed those nukes.
chill,#shenryyr,regan_dtor,1497899911847,ai ded?
